sentences,sent_tokens,topic,label_topic
"the eldest princess paused in her reading and silently stared at him with frightened eyes; the second assumed precisely the same expression; while the youngest, the one with the mole, who was of a cheerful and lively disposition, bent over her frame to hide a smile probably evoked by the amusing scene she foresaw.","['eldest', 'princess', 'pause', 'read', 'silently', 'star', 'frighten', 'eye', 'second', 'assume', 'precisely', 'expression', 'youngest', 'mole', 'cheerful', 'lively', 'disposition', 'bend', 'frame', 'hide', 'smile', 'probably', 'evoke', 'amuse', 'scene', 'foresee']",5,princess-mary-say-give-prince-look-dinner-man-face
"she drew her wool down through the canvas and, scarcely able to refrain from laughing, stooped as if trying to make out the pattern.","['draw', 'wool', 'canvas', 'scarcely', 'able', 'refrain', 'laugh', 'stoop', 'try', 'make', 'pattern']",8,prince-hand-know-say-hold-princess-book-leave-even
"""how do you do, cousin?""",['cousin'],4,dont-say-know-ah-tell-be-dear-do-michael
said pierre.,"['say', 'pierre']",7,say-prince-go-andrew-look-come-count-room-pierre
"""you don't recognize me?""","['dont', 'recognize', 'me']",1,count-go-pierre-prince-come-know-look-well-let
"""i recognize you only too well, too well.""","['recognize', 'well', 'well']",1,count-go-pierre-prince-come-know-look-well-let
"""how is the count?",['count'],1,count-go-pierre-prince-come-know-look-well-let
"can i see him?""","['see', 'him']",4,dont-say-know-ah-tell-be-dear-do-michael
"asked pierre, awkwardly as usual, but unabashed.","['ask', 'pierre', 'awkwardly', 'usual', 'unabashed']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""the count is suffering physically and mentally, and apparently you have done your best to increase his mental sufferings.""","['count', 'suffer', 'physically', 'mentally', 'apparently', 'do', 'best', 'increase', 'mental', 'suffer']",5,princess-mary-say-give-prince-look-dinner-man-face
"""can i see the count?""","['see', 'count']",1,count-go-pierre-prince-come-know-look-well-let
pierre again asked.,"['pierre', 'ask']",1,count-go-pierre-prince-come-know-look-well-let
"""hm.... if you wish to kill him, to kill him outright, you can see him... olga, go and see whether uncle's beef tea is ready--it is almost time,"" she added, giving pierre to understand that they were busy, and busy making his father comfortable, while evidently he, pierre, was only busy causing him annoyance.","['hm', 'wish', 'kill', 'kill', 'outright', 'see', 'olga', 'go', 'see', 'whether', 'uncles', 'beef', 'tea', 'readyit', 'almost', 'time', 'add', 'give', 'pierre', 'understand', 'busy', 'busy', 'make', 'father', 'comfortable', 'evidently', 'pierre', 'busy', 'cause', 'annoyance']",3,room-pierre-prince-draw-look-say-laugh-princess-little
olga went out.,"['olga', 'go', 'out']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"pierre stood looking at the sisters; then he bowed and said: ""then i will go to my rooms.","['pierre', 'stand', 'look', 'sisters', 'bow', 'say', 'go', 'room']",7,say-prince-go-andrew-look-come-count-room-pierre
"you will let me know when i can see him.""","['let', 'know', 'see', 'him']",1,count-go-pierre-prince-come-know-look-well-let
"and he left the room, followed by the low but ringing laughter of the sister with the mole.","['leave', 'room', 'follow', 'low', 'ring', 'laughter', 'sister', 'mole']",5,princess-mary-say-give-prince-look-dinner-man-face
next day prince vasili had arrived and settled in the count's house.,"['next', 'day', 'prince', 'vasili', 'arrive', 'settle', 'count', 'house']",8,prince-hand-know-say-hold-princess-book-leave-even
"he sent for pierre and said to him: ""my dear fellow, if you are going to behave here as you did in petersburg, you will end very badly; that is all i have to say to you.","['send', 'pierre', 'say', 'dear', 'fellow', 'go', 'behave', 'petersburg', 'end', 'badly', 'say', 'you']",4,dont-say-know-ah-tell-be-dear-do-michael
"the count is very, very ill, and you must not see him at all.""","['count', 'ill', 'must', 'see', 'all']",1,count-go-pierre-prince-come-know-look-well-let
since then pierre had not been disturbed and had spent the whole time in his rooms upstairs.,"['since', 'pierre', 'disturb', 'spend', 'whole', 'time', 'room', 'upstairs']",2,know-letter-father-man-pierre-see-princess-silent-say
"when boris appeared at his door pierre was pacing up and down his room, stopping occasionally at a corner to make menacing gestures at the wall, as if running a sword through an invisible foe, and glaring savagely over his spectacles, and then again resuming his walk, muttering indistinct words, shrugging his shoulders and gesticulating.","['boris', 'appear', 'door', 'pierre', 'pace', 'room', 'stop', 'occasionally', 'corner', 'make', 'menace', 'gesture', 'wall', 'run', 'sword', 'invisible', 'foe', 'glare', 'savagely', 'spectacles', 'resume', 'walk', 'mutter', 'indistinct', 'word', 'shrug', 'shoulder', 'gesticulate']",5,princess-mary-say-give-prince-look-dinner-man-face
"""england is done for,"" said he, scowling and pointing his finger at someone unseen.","['england', 'do', 'say', 'scowl', 'point', 'finger', 'someone', 'unseen']",4,dont-say-know-ah-tell-be-dear-do-michael
"""mr. pitt, as a traitor to the nation and to the rights of man, is sentenced to..."" but before pierre--who at that moment imagined himself to be napoleon in person and to have just effected the dangerous crossing of the straits of dover and captured london--could pronounce pitt's sentence, he saw a well-built and handsome young officer entering his room.","['mr', 'pitt', 'traitor', 'nation', 'right', 'man', 'sentence', 'pierrewho', 'moment', 'imagine', 'napoleon', 'person', 'effect', 'dangerous', 'cross', 'straits', 'dover', 'capture', 'londoncould', 'pronounce', 'pitts', 'sentence', 'saw', 'wellbuilt', 'handsome', 'young', 'officer', 'enter', 'room']",2,know-letter-father-man-pierre-see-princess-silent-say
pierre paused.,"['pierre', 'pause']",1,count-go-pierre-prince-come-know-look-well-let
"he had left moscow when boris was a boy of fourteen, and had quite forgotten him, but in his usual impulsive and hearty way he took boris by the hand with a friendly smile.","['leave', 'moscow', 'boris', 'boy', 'fourteen', 'quite', 'forget', 'usual', 'impulsive', 'hearty', 'way', 'take', 'boris', 'hand', 'friendly', 'smile']",8,prince-hand-know-say-hold-princess-book-leave-even
"""do you remember me?""","['remember', 'me']",1,count-go-pierre-prince-come-know-look-well-let
asked boris quietly with a pleasant smile.,"['ask', 'boris', 'quietly', 'pleasant', 'smile']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""i have come with my mother to see the count, but it seems he is not well.""","['come', 'mother', 'see', 'count', 'seem', 'well']",1,count-go-pierre-prince-come-know-look-well-let
"""yes, it seems he is ill. people are always disturbing him,"" answered pierre, trying to remember who this young man was.","['yes', 'seem', 'ill', 'people', 'always', 'disturb', 'answer', 'pierre', 'try', 'remember', 'young', 'man', 'be']",2,know-letter-father-man-pierre-see-princess-silent-say
"boris felt that pierre did not recognize him but did not consider it necessary to introduce himself, and without experiencing the least embarrassment looked pierre straight in the face.","['boris', 'felt', 'pierre', 'recognize', 'consider', 'necessary', 'introduce', 'without', 'experience', 'least', 'embarrassment', 'look', 'pierre', 'straight', 'face']",7,say-prince-go-andrew-look-come-count-room-pierre
"""count rostov asks you to come to dinner today,"" said he, after a considerable pause which made pierre feel uncomfortable.","['count', 'rostov', 'ask', 'come', 'dinner', 'today', 'say', 'considerable', 'pause', 'make', 'pierre', 'feel', 'uncomfortable']",1,count-go-pierre-prince-come-know-look-well-let
"""ah, count rostov!""","['ah', 'count', 'rostov']",4,dont-say-know-ah-tell-be-dear-do-michael
exclaimed pierre joyfully.,"['exclaim', 'pierre', 'joyfully']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""then you are his son, ilya?","['son', 'ilya']",4,dont-say-know-ah-tell-be-dear-do-michael
"only fancy, i didn't know you at first.","['fancy', 'didnt', 'know', 'first']",1,count-go-pierre-prince-come-know-look-well-let
do you remember how we went to the sparrow hills with madame jacquot?...,"['remember', 'go', 'sparrow', 'hill', 'madame', 'jacquot']",1,count-go-pierre-prince-come-know-look-well-let
"it's such an age..."" ""you are mistaken,"" said boris deliberately, with a bold and slightly sarcastic smile.","['age', 'mistake', 'say', 'boris', 'deliberately', 'bold', 'slightly', 'sarcastic', 'smile']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"""i am boris, son of princess anna mikhaylovna drubetskaya.","['boris', 'son', 'princess', 'anna', 'mikhaylovna', 'drubetskaya']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"rostov, the father, is ilya, and his son is nicholas.","['rostov', 'father', 'ilya', 'son', 'nicholas']",4,dont-say-know-ah-tell-be-dear-do-michael
"i never knew any madame jacquot.""","['never', 'know', 'madame', 'jacquot']",7,say-prince-go-andrew-look-come-count-room-pierre
pierre shook his head and arms as if attacked by mosquitoes or bees.,"['pierre', 'shake', 'head', 'arm', 'attack', 'mosquitoes', 'be']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""oh dear, what am i thinking about?","['oh', 'dear', 'think', 'about']",1,count-go-pierre-prince-come-know-look-well-let
i've mixed everything up.,"['ive', 'mix', 'everything', 'up']",5,princess-mary-say-give-prince-look-dinner-man-face
one has so many relatives in moscow!,"['many', 'relatives', 'moscow']",7,say-prince-go-andrew-look-come-count-room-pierre
so you are boris?,['boris'],1,count-go-pierre-prince-come-know-look-well-let
of course.,['course'],8,prince-hand-know-say-hold-princess-book-leave-even
"well, now we know where we are.","['well', 'know', 'be']",4,dont-say-know-ah-tell-be-dear-do-michael
and what do you think of the boulogne expedition?,"['think', 'boulogne', 'expedition']",2,know-letter-father-man-pierre-see-princess-silent-say
"the english will come off badly, you know, if napoleon gets across the channel.","['english', 'come', 'badly', 'know', 'napoleon', 'get', 'channel']",1,count-go-pierre-prince-come-know-look-well-let
i think the expedition is quite feasible.,"['think', 'expedition', 'quite', 'feasible']",1,count-go-pierre-prince-come-know-look-well-let
"if only villeneuve doesn't make a mess of things!""","['villeneuve', 'doesnt', 'make', 'mess', 'things']",0,say-prince-nothing-pierre-look-please-smile-know-hand
boris knew nothing about the boulogne expedition; he did not read the papers and it was the first time he had heard villeneuve's name.,"['boris', 'know', 'nothing', 'boulogne', 'expedition', 'read', 'paper', 'first', 'time', 'hear', 'villeneuves', 'name']",4,dont-say-know-ah-tell-be-dear-do-michael
"""we here in moscow are more occupied with dinner parties and scandal than with politics,"" said he in his quiet ironical tone.","['moscow', 'occupy', 'dinner', 'party', 'scandal', 'politics', 'say', 'quiet', 'ironical', 'tone']",7,say-prince-go-andrew-look-come-count-room-pierre
"""i know nothing about it and have not thought about it.","['know', 'nothing', 'think', 'it']",1,count-go-pierre-prince-come-know-look-well-let
"moscow is chiefly busy with gossip,"" he continued.","['moscow', 'chiefly', 'busy', 'gossip', 'continue']",1,count-go-pierre-prince-come-know-look-well-let
"""just now they are talking about you and your father.""","['talk', 'father']",2,know-letter-father-man-pierre-see-princess-silent-say
pierre smiled in his good-natured way as if afraid for his companion's sake that the latter might say something he would afterwards regret.,"['pierre', 'smile', 'goodnatured', 'way', 'afraid', 'companion', 'sake', 'latter', 'might', 'say', 'something', 'would', 'afterwards', 'regret']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"but boris spoke distinctly, clearly, and dryly, looking straight into pierre's eyes.","['boris', 'speak', 'distinctly', 'clearly', 'dryly', 'look', 'straight', 'pierres', 'eye']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""moscow has nothing else to do but gossip,"" boris went on.","['moscow', 'nothing', 'else', 'gossip', 'boris', 'go', 'on']",1,count-go-pierre-prince-come-know-look-well-let
"""everybody is wondering to whom the count will leave his fortune, though he may perhaps outlive us all, as i sincerely hope he will..."" ""yes, it is all very horrid,"" interrupted pierre, ""very horrid.""","['everybody', 'wonder', 'count', 'leave', 'fortune', 'though', 'perhaps', 'outlive', 'us', 'sincerely', 'hope', 'yes', 'horrid', 'interrupt', 'pierre', 'horrid']",5,princess-mary-say-give-prince-look-dinner-man-face
pierre was still afraid that this officer might inadvertently say something disconcerting to himself.,"['pierre', 'still', 'afraid', 'officer', 'might', 'inadvertently', 'say', 'something', 'disconcert', 'himself']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""and it must seem to you,"" said boris flushing slightly, but not changing his tone or attitude, ""it must seem to you that everyone is trying to get something out of the rich man?""","['must', 'seem', 'say', 'boris', 'flush', 'slightly', 'change', 'tone', 'attitude', 'must', 'seem', 'everyone', 'try', 'get', 'something', 'rich', 'man']",7,say-prince-go-andrew-look-come-count-room-pierre
"""so it does,"" thought pierre.","['think', 'pierre']",1,count-go-pierre-prince-come-know-look-well-let
"""but i just wish to say, to avoid misunderstandings, that you are quite mistaken if you reckon me or my mother among such people.","['wish', 'say', 'avoid', 'misunderstand', 'quite', 'mistake', 'reckon', 'mother', 'people']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
